id,question,question_concept,choices,answerKey
637c710ec9582fd9b9e8eaa3f3fe83bb,Where can a bath towel be borrowed?,towel,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cupboard', 'at hotel', 'swimming pool', 'clothes line',
       'backpack'], dtype=object)}",B
9ae52783d8fdb5cc2e8caa01542c3341,Why do people stop caring about their problems?,people,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['no problems', 'better themselves', 'face problems',
       'learn from each other', 'become disillusioned'], dtype=object)}",E
4f23829b96b38b5633ecc3325281726d,John rode on the plain until it reached the ocean and couldn't go any farther. What might he have bee on?,plain,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mountain', 'fancy', 'sandplain', 'cliff', 'gorge'], dtype=object)}",D
3fcdc0b03e3c8b10692d642676931f4b,"They were never going to be big actors, but they all had passion for the local what?",actors,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['theater', 'opera', 'show', 'television', 'blockbuster feature'],
      dtype=object)}",A
ddd606743cf71679438a85280f64593a,Where would you use a folding chair but not store one?,folding chair,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['beach', 'city hall', 'closet', 'garage', 'school'], dtype=object)}",A
420641003ba20b966887dfac684efb17,"If you spend a long time shopping in uncomfortable shoes, you might develop what?",shopping,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tiredness', 'calluses', 'bankruptcy', 'standing in line',
       'sleepyness'], dtype=object)}",B
064c3074a682893d49c3c5b4f1e89984,What does impeachment mean for the president?,president,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['vote', 'election', 'trouble', 'board room', 'corporation'],
      dtype=object)}",C
c640116ca6905d5256edadb616b3f76e,Noble citizen of the Roman empire believed those born with lower status were what to them?,noble,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['loser', 'ignoble', 'peasant', 'inferior', 'plebeian'],
      dtype=object)}",D
35ad89c198d5d6311a71c993bb7b6cba,Spraining an ankle while playing baseball will cause what?,playing baseball,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['strikes', 'eating', 'injury', 'sore muscles', 'pain'],
      dtype=object)}",E
916bbd27545446ca5d83d07c10d013ea,John was traveling to a new city and took time to check out a business.  He noticed that its carpet was stained with sauces and ketchup. What type of business might that be?,carpet,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bedroom', 'chair', 'bowling alley', 'at hotel', 'restaurant'],
      dtype=object)}",E
e40fd2c17fe2cde4bd4af540d35fd518,"If you have a condo in a Wisconsin city known for beer, where are you?",condo,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'electrical circuit', 'residential area', 'suburbia',
       'milwaukee'], dtype=object)}",E
98a04457025f18c2287d5c610ff8000d,Where is hard to read note likely to be?,note,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fridge', 'sheet music', 'desk', 'bed', 'medical chart'],
      dtype=object)}",E
f656a475f07d3adba9d1486eda8e834a,How does someone go about buying beer?,buying beer,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have no money', 'pants', 'relaxation', 'lose money',
       'spend money'], dtype=object)}",E
c865b3547c2a2e3c3916d7be6ab25752,If there is gum on your shoe where did it likely come from?,gum,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shelf', 'movies', 'sidewalk', 'water fountain', 'table'],
      dtype=object)}",C
abd30bab9b96f902fead5378d4f4a1e4,If a person isn't able to pay their bills what must they do?,person,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['know everything', 'acknowledgment', 'make more money',
       'throw a party', 'spare time'], dtype=object)}",C
a4b44a986e7f9045432e20ea75611df4,What is main benefit to exercising?,exercising,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['losing weight', 'healthy', 'get in shape', 'weight loss', 'sweat'],
      dtype=object)}",C
1f492f556fae64f72ce36b6caa242dd0,"Steve thought that it was possible, but he agreed that it was what?",possible,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['no go', 'unable', 'unlikely', 'impossibility', 'cant do'],
      dtype=object)}",C
d0c67c7ae6f2361fe237110455127866,What region of a west coast U.S. city would you find a Japanese restaurant?,japanese restaurant,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['california', 'tokio', 'downtown', 'narnia', 'large town'],
      dtype=object)}",C
7bb279e38a1c9eb47a0c7af979a131a2,What is a tactic used to interfere with learning about science?,learning about science,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['repetition', 'sense of wonder', 'accidents', 'intimidation',
       'increased knowledge'], dtype=object)}",D
3095078e4771053d9d5fa8d4f5f3dc38,What do people usually feel when falling in love?,falling in love,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['getting married', 'pain', 'happiness', 'getting married',
       'suffering'], dtype=object)}",C
b23edb651e623e5d1e03e8ed3937e8fc,The tiger was stuck in what animal prison where he got lazy and fat?,tiger,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['jungle', 'zoo', 'kill', 'india', 'eat cake'], dtype=object)}",B
acf6b667e9353b1743b7c4f60a6a9017,What do parents tell a child to do on the weekend?,child,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['study', 'begin school', 'go out to play', 'row boat',
       'clean room'], dtype=object)}",C
15b090801256085ad465e74af47cbee9,Why are dogs often known as man's best friend?,dogs,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['aggressive', 'friendly', 'very loyal', 'found outside',
       'very smart'], dtype=object)}",C
790b3f583e9bc9424c771691ecc70c20,Where can you buy a two wheel transportation machine?,wheel,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['boat', 'michigan', 'train station', 'bicycle shop',
       'trunk of car'], dtype=object)}",D
22b8219d43a38a1130e0a35ece152337,Where might an alien use a vacuum?,vacuum,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['space', 'closet', 'kitchen', 'orbit', 'container'], dtype=object)}",A
5d4233146435ab0ca211e8ac9bfce76f,Where do you buy condoms?,condoms,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['supermarket', 'sock drawer', 'cd store', 'medicine chest',
       'bedroom'], dtype=object)}",A
be737cd4db844574ef594442ce6c9453,What animal is known for being a follower?,sheep,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['goat', 'expensive', 'lion', 'wolf', 'meadow'], dtype=object)}",A
550164b7cf4e03153484136f10122c70,"The soldier was told to get to the rendezvous point, for there he was suppose to what?",soldier,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fight enemy', 'go to war', 'fight for freedom', 'wait for orders',
       'follow instructions'], dtype=object)}",D
a617eb4d27edea93e7fd630ce00c8219,If you want to kill someone you can do what to them with a gun?,kill,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sip through', 'damnation', 'shoot', 'commit crime',
       'eat breakfast'], dtype=object)}",C
bd47827418d5b8d7fb3502a398644435,"The hostess greeted the employees to the program, she then led them to their what?",hostess,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['group people', 'welcome guests', 'occupations', 'work room',
       'seat customer'], dtype=object)}",D
31487ab8b1e8f12e252590cc58bd19c2,Where is a likely place to store unused soap?,soap,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cabinet', 'supermarket', 'jail', 'butt', 'own home'], dtype=object)}",A
ce2fd94212243f843b3f357046051f57,Loss of someone you love can cause what kind of feeling in your heart?,love,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['painful', 'happy', 'blind', 'contagious', 'bring joy'],
      dtype=object)}",A
f87f40db71a56b5beda3194550202dc9_1,Where in your home would you keep a ballpoint pen when not in use?,ballpoint pen,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['backpack', 'bank', 'desk drawer', 'eat cake', 'office desk'],
      dtype=object)}",C
0b25bbd9e9aa976655e1975e31331709,"James was someone who was caught in his own delusions.  To him, the truth didn't do what what?",truth,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['work to advantage', 'matter to', 'help', 'free mind',
       'further knowledge'], dtype=object)}",B
925232b4c9bba945a38ac7ef0f15f8d0,"He wanted to live somewhere were every yard was uniform in size and landscaping, where should he look for a house?",yard,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'three feet', 'subdivision', 'parking garage', 'michigan'],
      dtype=object)}",C
3338109fcafaaa370c8900a53e1b3ed8,"The flasks was used to distill elements, where was is being used?",flask,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['laboratory', 'chemistry lab', 'coat pocket',
       'after hours speakeasy', 'bordello'], dtype=object)}",B
e172a93c72d305ee8262a8deb00d9fc3,What was the man encouraged to do after he expressed his anger violently?,anger,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cool off', 'punch', 'illustrate point', 'fight', 'release energy'],
      dtype=object)}",A
f1c2e37abf17d9e4ad16eb40f966c79f,Where can a student learn to play a triangle?,triangle,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['math class', 'math book', ""in pythagorus' band"", 'orchestra',
       'music class'], dtype=object)}",E
d29252ddaf7c7ef491abcce342d7bb98,What do you need to do to use television if it is already turned on?,use television,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get wet', 'open eyes', 'kill', 'plug in', 'first turn on power'],
      dtype=object)}",B
8c3c6b34bdb650a6517bca3786406c99,"The guys had a regular poker game, rather than going to the movies this what their what?",playing poker,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['competition', 'fun game', 'losing money', 'fun', 'social event'],
      dtype=object)}",E
ff1bf2ec835c9df8695ae0cfb5281646,When you stroke a dogs fur what have you done?,dog,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['start fighting', 'play', 'lots of attention', 'petted', 'bone'],
      dtype=object)}",D
c7526b682e64f355384631b35cd78fc9,Dan fell off a bar stool.  He did this because he was what than ever before?,bar stool,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen', 'drunker', 'tavern', 'restaurant', 'shorter'],
      dtype=object)}",B
0fba83d3997f048adcc31937221af77e,"The wood was still rough to the touch, what did the woodworker have to do?",wood,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['petrify', 'sanded', 'warp', 'composted', 'clean'], dtype=object)}",B
a5456dc611aa93b81d7ab6ed8e160f85,"The chief saw his entire tribe wiped out, he was a leader with a single what?",chief,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['peon', 'indian', 'minister', 'follower', 'employee'], dtype=object)}",D
11416df796f63d2f0dddc846b9c139d3,"The flower grew tall to compete for sunlight, what did its neighbor do?",flower,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['blossom', 'park', 'open', 'cast shadow', 'vase'], dtype=object)}",D
c908d7c4633c5e6add9463bdd47cb27e,"If while driving to work another car makes a careless maneuver, what emotion might you feel?",driving to work,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['boredom', 'happiness', 'transportation cost', 'getting there',
       'road rage'], dtype=object)}",E
7e522a60756f854c5331125f998bc36b,What kind of food makes someone sick?,food,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['boat', 'necessary to live', 'edible', 'unhealthy', 'kitchen'],
      dtype=object)}",D
f4a75bf3f115b826a8097edfd0ff2781,Where would you find the sharpest parts of a triangle?,triangle,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['three vertices', 'point', '3 sides', 'three sides', 'math book'],
      dtype=object)}",A
02f43014a135cbd39f23b044c99de96e,How might a automobile get off a freeway?,automobile,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['exit ramp', 'garage', 'driveway', 'repair shop', 'stop light'],
      dtype=object)}",A
8cf478192696744b3427f7c109019af5,What does going to bed with your spouse for sex lead to?,going to bed,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bad dreams', 'a good nights sleep', 'rest', 'sleepiness',
       'get pregnant'], dtype=object)}",E
4ccd43cdff044bc4c644dadff1ff1e0b,What would it be if they get a surprising show over and over?,surprising,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['surprise', 'fight', 'annoyance', 'might scare', 'irritated'],
      dtype=object)}",C
7b7941b883328ad39048d4dfb1eb5623,Sally thought that competing wasn't worth the risk. If she pushed more what might happen?,competing,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pressure', 'trying harder', 'put harder', 'enemies', 'death'],
      dtype=object)}",E
008b7ba0c039f6d0d542c6c90aae173c,"John is sitting in a toilet stall in a bathroom, outside he can hear cars going around in circles.  What is the function of the place he is most likely at?",bathroom,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eating food', 'public place', 'race track', 'at hotel',
       'public building'], dtype=object)}",C
4c968fa73699a38639ba3ffa1745bc21,What event might one buy tickets for seats?,seats,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['park', 'show', 'auditorium', 'movies', 'rest area'], dtype=object)}",B
b1d5cdbf8ef7b3954a6a352bd4df5866,"The merchant wanted to open in a high-traffic space, where did he rent space?",merchant,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mall', 'business', 'store', 'sale', 'sell goods'], dtype=object)}",A
c3bc395561113c96ec43afd715da5061,"The newlyweds began copulating their marriage, they wanted many what?",copulating,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['babies', 'odors', 'sadness', 'rapport', 'ejaculation'],
      dtype=object)}",A
d0bd5b5ee7319d1c4727e38d429dd54e,How does a planet usually move around the sun?,planet,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['writing', 'universe', 'outer space', 'outerspace', 'orbit'],
      dtype=object)}",E
81f5e741d970578867495ceea5a0c848,When a group of people are talking at work they might be doing what?,talking,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['having a concert.', 'cough', 'sharing of ideas', 'speak',
       'sneeze'], dtype=object)}",C
6714593a8d1f8ae39930c1f0316e9ffc,What emotion leads to punching?,punching,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fists', 'hitting', 'boxing gloves', 'anger', 'hands'],
      dtype=object)}",D
75cb55aec7e64f592c01eee5d4578dcd,"They kept doing things the same, she suggested they also try doing things what?",also,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['differently', 'otherwise', 'expensive', 'only', 'mere'],
      dtype=object)}",A
0b30831fb1862bc62339bdf930cbc447,Where could you find a shark before it was caught?,shark,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pool hall', 'tomales bay', 'marine museum', 'business', 'desert'],
      dtype=object)}",B
29c194d032a266a7160bff6f546a4d9d,Where is one likely to find poker chips?,chips,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['supermarket', 'pantry', 'motherboard', 'bar', 'bar'], dtype=object)}",D
ea33206992fb7ad1c3476e9673bb4a9c,"Dance can be elegant and specific, or you can just have fun and what?",dance,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['falling down', 'trip', 'fall down', 'move around', 'celebrate'],
      dtype=object)}",D
2b7dd91da5dde1560ace2cd82af926de,Where can one obtain a bass fiddle?,bass fiddle,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['jazz band', 'string quartet', 'group band', 'nursery rhyme',
       'music store'], dtype=object)}",E
eb50f536830ba18ab987c7ff652e2aba,Why does having a disability sometimes making academic tasks hard for a person?,person,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mentally challenged', 'have choice', 'lots of space', 'hungry',
       'acknowledgment'], dtype=object)}",A
6bc3ebcfd04965c25bde71339955746c,What is the purpose of playing games for children?,playing games,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['winning', 'learning', 'losing', 'fatigue', 'skill'], dtype=object)}",B
163898952cb6baf3a6440696e1352e86,"If for some reason you were to start killing people, what would you be likely to receive?",killing people,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feelings of guilt', 'prison sentence', 'terrible',
       'encouragement', 'die'], dtype=object)}",B
aa984e2b487d08889bc0c73bab5ac945,If someone laughs after surprising them they have a good sense of what?,surprising,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['joy', 'fight', 'frightened', 'humor', 'laughter'], dtype=object)}",D
d78baca23e0a636a8961e17119047e63,People played a variety of games in the soccer field.  It was the closest thing they had to what?,soccer field,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['town', 'beach', 'park', 'near', 'outside'], dtype=object)}",C
ac6378b5e8462dc1bde1155d706213d8,What is likely to have a better school cafeteria?,school cafeteria,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['high school', 'canteen', 'polytechnic', 'large room',
       'all kinds of schools'], dtype=object)}",C
c1aebf059c5102f4e773f7fe4afe13f0,When someone has little knowledge and is judging someone they are considered what?,judging,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['objectivity', 'knowing yourself', 'experience', 'ignorance',
       'introduction'], dtype=object)}",D
1017807310a25d3ea4a4ec305e91cba3,"She wanted to get in shape, but she couldn't stay focused on the hour long what?",get in shape,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sweating', 'excercise', 'work out', 'video', 'swim'], dtype=object)}",C
7192c9f5c513aac9042bad595ff5af9f,"When you do something and have fun, its something you?",have fun,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['spontaneous', 'stop working', 'pay for', 'do like', 'do enjoy'],
      dtype=object)}",E
7c05e8d5a057085455eea243fbd1cd90,What is a salesman responsible to do at work?,salesman,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['traveling to chicago', 'get fired', 'books', 'sell products',
       'service account'], dtype=object)}",D
3cb91a71a6567da870eedf37becc97ef,How does going jogging generally affect one's self esteem?,going jogging,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feel better', 'feel pride', 'sweating', 'ocean', 'arthritis'],
      dtype=object)}",A
9b4bbf3c4d24ecdb4b27320afb706808,Where would you find people standing in a line outside?,people,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bus depot', 'end of line', 'opera', ""neighbor's house"", 'meeting'],
      dtype=object)}",A
43df3a316880d8bab346c06bd43b94dd,If you are committing perjury you have done what while under oath?,committing perjury,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['crime', 'disrespect judge', 'embarrassment', 'lie', 'indictment'],
      dtype=object)}",D
858a5eaa587fe0e266722228671a6bd1,"Where can you find the meaning of ""ficus""?",ficus,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dictionary', 'apartment', 'libary', 'middle east', 'arboretum'],
      dtype=object)}",A
34005ef0caafefc8585c9fcd50e94557,When are people buying products more?,buying products,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['debt', 'economic boom', 'being able to use', 'disagreements',
       'trading'], dtype=object)}",B
f61d83f90b92a8d537989e55ee70542d,"The buildings were intended to not have residential kitchens in them, what were they designed for?",buildings,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['large city', 'small', 'eat cake', 'university', 'town'],
      dtype=object)}",D
3bf06235a537adc9d85431846595b800,"Animals come in all types, some fly thanks to their lightweight hollow what?",animals,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tails', 'bones', 'eyes', 'heads', 'bodies'], dtype=object)}",B
79ec11d8072ce42779adfe0a19bd5374,"The child felt like it was all pretend, he didn't understand what?",pretend,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['people believe', 'daydreams', 'transcendentalism', 'laughter',
       'religion'], dtype=object)}",E
2982d0eae1bf880f5930341af7665716,Where is a lake likely to be glacial?,lake,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['michigan', 'new york', 'new york', 'mountains', 'countryside'],
      dtype=object)}",D
ba9132ebf2bc3ad21e6a0631dc4e0a77,"They needed grape juice for their party, they went to buy it and other snacks at the what?",grape,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['field', 'restaurant', 'salad', 'market', 'food store'],
      dtype=object)}",E
d06de16a4aaeaef32b398c1213257b4a,Why do some people get passports and go to different locations?,people,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['believe in god', 'smoke marijuana', 'desire to travel',
       'use weapons', 'throw away'], dtype=object)}",C
eee9476bf29498b7d74b043afe316fc6,Where do apples form on an apple tree?,apple tree,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['south africa', 'sunshine', 'new york', 'bloom', 'trunk'],
      dtype=object)}",D
a85441d6a0e3f871d81a9f19b31360b7,Where areas are there likely to be many nightclubs?,nightclub,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['manhattan', 'drink and dance', 'alcohol', 'major city',
       'downtown area'], dtype=object)}",D
f11a2975898033893d6a38f75d791fdf,What can machines do that humans cannot?,machines,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fail to work', 'perform work', 'answering questions', 'see work',
       'fly'], dtype=object)}",E
a2977fd575faba162d04a490dabd1b9b,What does someone stop doing when being dead?,dead,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['moving', 'working', 'breathing', 'alive', 'deadworks'],
      dtype=object)}",C
cd39e442204d3edf7acc185fd59c8a44,The place where my linen closet is really needs repainting a light color as it only has one overhead light.,linen closet,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['house', 'home', 'pool house', 'hallway', 'bedroom'], dtype=object)}",D
c77e1039d78cdff197a370fcda0f2b9f,Punk rock music is an important part of what action sport?,music,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['skate', 'listen', 'opera', 'opera', 'relax'], dtype=object)}",A
f537f6bb8527724e0b1e1c1051326cd5,Where might a mouse be found to make it country?,mouse,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen', 'cook', 'computer lab', 'old barn',
       'research laboratory'], dtype=object)}",D
d3b145911a76fd6fbe9a23ab027be024,Where is a bird likely to make it's home?,bird,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['forest', 'nest', 'roof', 'leaves', 'sky'], dtype=object)}",A
dc2fa76467ff342abdb4cf142f92dddd,When a person suffers from hunger early in the day what do they do?,hunger,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eat hamburger', 'eat breakfast', 'open fridge', 'buy food',
       'cook dinner'], dtype=object)}",B
246249cd7976358051a9811ff9c30736,How would you express information if you do not have a pen or pencil?,express information,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['may disagree', 'close mouth', 'write down', 'talk', 'eyes'],
      dtype=object)}",D
32be8cbc1b5a967310bcab8b80563481,What does everyone feel of monsters?,everyone,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['looking for love', 'afraid of', 'good at', 'make pet',
       'different'], dtype=object)}",B
ad769851a59375865607452d3bf2a45d,Why does someone want to examine thing closely?,examine thing,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['buy', 'learn about', 'buy', 'complex', 'interesting'],
      dtype=object)}",B
5ea6b94d1a911365b06cf776919413e8,What does 	drinking alcohol lead to?,drinking alcohol,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have fun', 'intoxication', 'vomiting', 'drinking more alcohol',
       'nausea'], dtype=object)}",B
820df15b615d221e38a71fcc44461085,Where would your hear a bass clarinet along side other wood wind instruments?,bass clarinet,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['opera house', 'school band', 'music store', 'orchestra',
       'bathroom stall'], dtype=object)}",D
0a4a00ba435397c4a0496dd2c2426be7,What is the opposite of a little of something?,little,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['much', 'plenty', 'more', 'big', 'lot of'], dtype=object)}",E
a7f29f4aebe0e3bcb77038fea71bf28c,"The princess was pure, the evil wizard wished to do what to her?",pure,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dirty', 'tarnish', 'corrupt', 'contaminated', 'applied'],
      dtype=object)}",C
ecd32cc0c17d4738a27bba3399f04591,"The piece of paper was worth a lot of money, it was an old Apple Inc what?",paper,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['notebook', 'copy machine', 'stock certificate', 'ream',
       'thumb drive'], dtype=object)}",C
8b2af2d865b7dc500427786c846eacaf,"During the winter hunt he could hear every motion in the woods, this was because of the what of everything?",motion,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['being still', 'silence', 'stationary', 'stillness',
       'standing still'], dtype=object)}",D
383282aace64dd49138bac2392f8b38e,"If a car-less person want to listen to talk radio in private, where might they listen to it?",radio,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['trunk', 'bedroom', 'diner', 'space shuttle', 'shop'], dtype=object)}",B
eaf6838d29bcd4ebf408da2f75aa65c3,"Billy was an astronaut.  When he looked at the world from space, how did it look?",world,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['diverse', 'round', 'square', 'orange', 'complicated'],
      dtype=object)}",B
7c8bc9c0e56389eef033bca40c88c151,Where is a good place to have a fireplace in a house?,fireplace,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['big house', 'train', 'cabin', 'living room', 'home'], dtype=object)}",D
ca60a46c9007e4b6213f50bfb5342fdd,If you own a cat where is the last place you'd want to find it?,cat,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['trouble', ""dog's mouth"", 'backyard', 'nature', 'home'],
      dtype=object)}",B
f50209f04d11690d7c8f30e29b35ff02,Where would you find a kosher deli along side a number of different places to eat?,kosher deli,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['los angeles', 'food court', 'new york city', 'jewish community',
       'jewish neighborhoods'], dtype=object)}",B
d725f1c2e150a3221de31612123f3f46,What do you do when you're going to market?,going to market,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['buy food', 'see other people', 'buying vegetables',
       'buy a fat pig', 'traveling'], dtype=object)}",A
