id,question_stem,choices,answerKey
8-62,"In a hypothetical world, black bears decrease in numbers until there are zero black bears left on this world. The black bear species","{'text': array(['would cease existing', 'would be troubled', 'would be thriving',
       'would be endangered'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
7-386,Acid can be used to make a new,"{'text': array(['light', 'substance', 'electricity', 'sound'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
257,Global warming is lowering the world's amount of,"{'text': array(['hurricanes', 'ocean levels', 'carbon dioxide', 'ice'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
147,Echolocation can't detect an object's,"{'text': array(['distance', 'shape', 'size', 'temperature'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
7-599,What material has already broken down?,"{'text': array(['wood', 'glass', 'boulders', 'sand'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
8-92,Which beverage would dissolve solids the best?,"{'text': array(['A glass of ice-cold water', 'A boiling hot mug of tea',
       'A cup of warm milk', 'A room temperature glass of water'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
354,Which animal has live births?,"{'text': array(['poodle', 'hummingbird', 'crocodile', 'trout'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-966,Quartz crystals are made up of,"{'text': array(['majic', 'hexagons', 'octogons', 'water'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-612,cellular respiration is when energy is produced in a cell by consumption of,"{'text': array(['water', 'nutrients', 'mitochondria', 'gas'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-548,Did pasteurization get invented by Thomas Edison?,"{'text': array(['negative', 'positive', 'all of these', 'maybe it was'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-429,A glass of water can undergo a chemical change by adding,"{'text': array(['a cup of salt', 'a cup of dirt', 'a cup of water', 'a cup of ice'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
7-95,Water levels may decrease on cloudless days because,"{'text': array(['water is warmer than the air', 'air is warmer than water',
       'moisture is pulled upwards', 'moisture always tries to rise'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
1560,To change an object's shape,"{'text': array(['rip off a corner portion', 'lay it flat on a table',
       'color the edges of it', 'add a piece of tape to it'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-461,Steve was driving on the highway when he rear-ended another car because he didn't see it until he was just a foot away. This could have happened because of,"{'text': array(['reports of tornadoes in the area',
       ""a dog running across the highway behind Steve's car"",
       'a sudden fog moving into the area', 'ice forming on the road'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
9-490,DNA is a vehicle for passing,"{'text': array(['clothes types', 'school grades', 'elbow size',
       'language and dialect'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
9-301,A beach ball goes from flat to round once you put what inside of it?,"{'text': array(['food', 'sunlight', 'gas', 'salt'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
60,"In general, how many times per month is there a full moon?","{'text': array(['twice', 'three times', 'once', 'four times'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
9-894,What kind of object does light bounce off of?,"{'text': array(['tadpole', 'any object', 'item that reflects', 'black hole'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
9-895,The amount of brush in a park has been decreasing. What could be a cause?,"{'text': array(['the season has been quite dry', 'There has been a lot of rain',
       'snakes shelter under the brush',
       'People have been walking by the brush on the trails'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-281,"if a pot on the stove is described as hot, what does this mean?","{'text': array(['the body of the pot is of high temperature',
       'the body of the pot is cold', 'all of these',
       'the body of the pot is wet'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
202,What animal is more difficult for predators to see in water?,"{'text': array(['a fish', 'a duck', 'an octopus', 'a crab'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
1937,A wedge requires,"{'text': array(['electrical energy', 'chemical energy', 'mechanical energy',
       'heat energy'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
620,In solid phase matter has a/an,"{'text': array(['concrete configuration', 'ambiguous form', 'shapeless form',
       'radioactive glow'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
8-142,"A school trip is going to study the coral reef for a class. They want to see how strong coral is, and what species of life live in and around it. Therefore, the class","{'text': array(['takes a trip to the desert', 'climbs a tall mountain',
       'travels to the seaside', 'visits a remote jungle'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
7-1138,"When ice buildup is on a sidewalk, the ice may be reduced by","{'text': array(['adding salt', 'adding litter', 'adding sand', 'adding water'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
8-471,The appropriate place to put this item is the recycling bin,"{'text': array(['used motor oil', 'used soda can', 'used Styrofoam plates',
       'left over medicine'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-433,How many times would someone change the page of a calendar in a year?,"{'text': array(['13', '12', '15', '14'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
1458,A car has the least speed if it,"{'text': array(['is heavy', 'is large', 'is turned off', 'is small'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
57,Which musical instrument is the same type as a guitar?,"{'text': array(['flute', 'cello', 'drum', 'trumpet'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
605,The balance result will be number of,"{'text': array(['kilowatts', 'kilobytes', 'kilograms', 'kilometers'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
9-889,Which of these is a place where a human might live?,"{'text': array(['igloo', 'cloud', 'Mars', 'the Moon'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
1890,Camouflage is when an organism does what?,"{'text': array(['reconfigure appearance to blend in',
       'hides its young to avoid prey',
       'changes its shape to appear larger',
       'buries itself to disappear momentarily'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-618,Which of these is required for a plant to enjoy the product of a rain storm?,"{'text': array(['xylem', 'luck', 'magic', 'dirt'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-523,How does a microscope make small things appear?,"{'text': array(['humongous', 'transparent', 'discolored', 'distorted'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
1126,Water can turn to vapor,"{'text': array(['when a pot of water is placed on an off stove burner',
       'when placing water in a freezer',
       'when boiling eggs on a stove top',
       'when placed in a room temperature setting'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
644,"An incandescent bulb's filament produces similar light as an LED bulb, but more","{'text': array(['white light', 'conversion', 'heat', 'sound'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
8-365,"A boy at school is waiting desperately for the school day to be over so that he can go home and play video games. He watches the time count down on the clock at the head of the class, counting the","{'text': array(['seconds', 'days', 'weeks', 'years'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-727,Camouflage can be used by animals for hunting,"{'text': array(['water', 'trees', 'air', 'meals'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
7-461,"Carbohydrates are made of sugar, which means that a diabetic would need to exhibit care in consuming","{'text': array(['broccoli', 'meat', 'celery', 'toast'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
9-1071,Hand dryers can also be used to,"{'text': array(['keep cold drinks cool',
       'dry out clothes after coming in from the rain',
       'hydrate your face and hands', 'make a damp rag damper'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
1918,Polar bears require,"{'text': array(['a tropical environment', 'a frigid environment',
       'a tepid environment', 'a warm environment'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
1038,A measurement of time that is less than a minute is a,"{'text': array(['day', 'minute', 'hour', 'second'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
9-197,What will be more available in an area when rainfall increases?,"{'text': array(['fire', 'air', 'dirt', 'H2O'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
1393,When does the first quarter phase of the moon occur?,"{'text': array(['when you cannot see the moon in the sky at night',
       'after the first phase of the lunar month', 'after a blue moon',
       'during the full moon'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
7-244,An ice cube placed in sunlight will,"{'text': array(['shrink', 'change color', 'grow', 'freeze'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-916,"If a person loses his job and is low on money, he will have to start cutting back on how much food he consumes or he'd run out, otherwise known as","{'text': array(['destroying', 'conserving', 'losing', 'squandering'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-1046,The skeletal system protects which of these?,"{'text': array(['liver', 'eyelashes', 'finger nails', 'blood vessels'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
167,What has more gravity force than Earth but less than the sun?,"{'text': array(['Jupiter', 'the moon', 'a space station', 'a comet'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-566,The dam was put under much more stress after the,"{'text': array(['party', 'huge rain storm', 'drought', 'breakup.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
8-28,If photosynthesis was a recipe it would require these ingredients,"{'text': array(['CO2, water, and argon', 'sunlight, oxygen, and fertilizer',
       'CO2, H20, and cloudy skies', 'CO2, H20, and sun rays'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
7-179,"If a nail is Fe, that nail is","{'text': array(['foreign', 'atomic 26', 'nickel', 'atomic 12'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
389,when a circle is torn it is,"{'text': array(['doubled', 'changed', 'a smaller circle', 'a square'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
1528,Wind can cause,"{'text': array(['leaves to remain on branches', 'trees to stand perfectly still',
       'dunes at the beach to be depleted', 'still waters on the ocean'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
1457,What happens as water levels rise?,"{'text': array(['fish swim more', 'homes are built', 'land is taller',
       'beaches shrink'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
1208,An increase in an object's temperature occurs when,"{'text': array(['an orange is placed in a refrigerator',
       'a steak is removed from the freezer to defrost',
       'a glass of water is moved from counter top to dinner table',
       'an ice tray is placed in a freezer'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
1170,A sousaphone,"{'text': array(['is ancient', 'is a frog', 'makes deep noises', 'is a smartphone'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
8-409,A cooked lobster is,"{'text': array(['inedible', 'cold', 'dead', 'green'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
8-307,An animal might pant,"{'text': array(['on a sunny day', 'during a rain storm', 'when it is snowing',
       'during the night time'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
1948,Carnivores,"{'text': array(['eat foliage and vegetables exclusively',
       'are the bottom of the food chain', 'require prey to survive',
       'require carbon dioxide to survive'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
661,The light that appears dimmest is,"{'text': array(['the light in the hall', 'a light in the room',
       'a star outside the window', 'a streetlight outside the window'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
7-435,A plant will grow strong if it has,"{'text': array(['love', 'heat', 'earth', 'sand'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
8-332,loose soil can be caused by one of these,"{'text': array(['a koala sitting on a tree', 'none of these',
       'a worm burrowing through the earth',
       'a bird flying through the air'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
948,An instinctual behavior is,"{'text': array(['dogs rolling over on command',
       'frogs returning to the ponds were they hatched to lay eggs',
       'birds mimicking human speech',
       'seals clapping for treats from trainers'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
381,How do plants reproduce?,"{'text': array(['seeds', 'stem', 'flowers', 'leaves'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-759,What produce pollen and seeds?,"{'text': array(['lakes that are frozen over',
       'things you give a loved one in a bouquet',
       'various types of animals', 'a person that is healthy'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
8-350,which of these would be most ideal for plant root growth?,"{'text': array(['a sticky clay soil', 'soil with worms burrowing around',
       'an arid soil with little looseness', 'all of these'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
7-727,Having a sense of touch means,"{'text': array(['I am the water', 'I am a tree', 'I am an Ant', 'I am the Air'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
850,Live birth is exemplified in,"{'text': array(['snakes slithering out of eggs',
       'a calf emerging from a mother giraffe',
       'owlets pecking out of their encasement',
       'sea turtles emerging from their shells'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
970,Cooking peas requires,"{'text': array(['fresh briny sea water', 'an unheated stove top',
       'salt and cayenne pepper', 'turning on a stove top'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
7-381,Earth revolves around,"{'text': array(['the moon', 'outer space', 'another planet', 'an energy source'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
9-436,A satellite orbits a,"{'text': array(['empty space', 'ocean', 'terrestrial body', 'air pocket'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
9-411,Will happen to the number of islands if the planet's temperature rises?,"{'text': array(['they will increase', 'nothing will happen', 'they will shrink',
       'they will double'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
9-692,There is a heightened threat of landslide in,"{'text': array(['the desert', 'The Andes', 'the ocean', 'Indiana'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
1334,An example of water being an electrical conductor would be what?,"{'text': array(['lightening hitting water and organisms inside dying',
       'standing in a puddle and avoiding being struck by lightening',
       'standing in a field and getting struck by lightening',
       'grabbing a fence and being shocked'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-1160,What would Occur once between January 1st and December 31st,"{'text': array(['The moons orbit around the year', 'One rotation on mercury',
       'The distance between earth and Jupiter when traveling at light speed',
       'A Solar Year on earth'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
9-89,Burning something that reproduces usually will:,"{'text': array(['impair its well being in some way',
       'weed out weaker members of the species',
       'speed up its biological functions',
       'increase its population growth'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-1034,what does a chipmunk do with acorns,"{'text': array(['throw them at other chipmunks', ""leave them where they're found"",
       'use them to build shelter', 'transfer them to the stomach'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
8-293,"A pot of pasta is boiling on the stove, and the lid on top of the pot is shaking as the water boils more rapidly. A person goes to the stove and removes the pot, releasing steam into the air above, and so the steam is","{'text': array(['cold air', 'water vapor', 'very dry', 'boiling water'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-652,A plant that gets extra minerals such as zinc are probably,"{'text': array(['planted in zinc pills', 'plated in the sea',
       'placed in good soil', 'made out of soil'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
1391,Which item has a higher altitude?,"{'text': array(['Tile Floor', 'Cars', ""A 6'' Man"", 'A Picture Book'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
9-948,"if a student wants an orange, he would have to get it from which of these?","{'text': array(['from a live cow', 'from a live plant', 'from a volcano cave',
       'from a wild dog'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
8-213,What could have covered an organism in order to create a trilobite?,"{'text': array(['Grass', 'Water', 'Snow', 'Sand'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
162,A dog is more likely to shiver at,"{'text': array(['1 pm', '5 am', '9 am', '6 pm'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
1359,"Photosynthesis does what by converting carbon dioxide, water, and sunlight into carbohydrates?","{'text': array(['nourishes small protein bits that need to eat with tiny shakes',
       'providing nourishment which enables some growth to vegetation',
       'mixes carbs into soluble plant matter',
       'makes good vegetable protein'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-743,where might a bunny live?,"{'text': array(['a thicket', 'atop palm trees', 'a sewer system',
       'a deserted island'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-645,"A shark will be unable to survive on eating algae and moss, because","{'text': array(['it is a predator', 'it is a vegetarian',
       'it is a freshwater fish', 'it is a producer'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
8-250,"A meadow vole just gave birth, and needs to feed herself so that she can produce milk for her babies. She searches for food in a field, and happily munches down on some","{'text': array(['oil', 'deer', 'bugs', 'recycled plastic fruit'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
283,The Grand Canyon was formed by,"{'text': array(['a volcano erupting in 1782',
       'a river named after the 20th state to join the union flowing over time',
       'a river named after the 38th state to join the union flowing over time',
       'the Great Lakes drying up'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
8-183,"A woman, with a pale complexion, wants to spend the bright, sunny day at the beach. She makes sure that she stops at the store to pick up some sunblock before she begins to enjoy her day filled with sand and surf. She applies the sunblock carefully and thoroughly, because she knows that","{'text': array(['UV rays are harmful', 'sunlight will be fun', 'the sun is close',
       'the sun is in space'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-284,A person is heating water in order to cook pasta. He spills the pot of water on his leg and finds that the water,"{'text': array(['scalds', 'cools', 'toasts', 'freezes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
7-1186,Pasta may be cooked in water when,"{'text': array(['the water is warm', 'the water is on the stove',
       'water is bubbling from applied warmth', 'the pasta is very fresh'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
926,A decrease in diseases,"{'text': array(['has no impact on a population', 'leads to more sick people',
       'leads to less sick people',
       'leads to an uptick in emergency room visits'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
7-519,"When soil is viewed in a scientific way, what is seen and viewed is actually","{'text': array(['insects like big beetles', 'tiny lifeforms in dirt',
       'small mammals living there', 'a lot of tiny pebbles'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
7-7,Some animals use a liquid coming from their skin to adjust to,"{'text': array(['cold', 'water', 'heat', 'humidity'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
