id,question_stem,choices,answerKey,pashto_question,pashto_choices
8-445,"A woman notices that she is depressed every autumn, and wonders why. A friend suggests to her that perhaps certain changes that take place as seasons move from warm to cold may be having an effect on her. When pressed for an example of these changes, the friend cites","{'text': array(['flowers blooming', 'grass turning brown', 'trees growing',
       'blossoms blooming'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,یوه ښځه ګوري چې هره منی خپه کیږي. ملګرې ورته وایي چې کېدای شي د موسم بدلون اغیز ولري. کله چې بیلګه ترې وغواړي، ملګرې وایي,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""ګلونه خلاصیږي"", ""واښه نسواري کیږي"", ""ونې وده کوي"", ""ګلان خلاصیږي""]}"
9-575,is it normal for an adult animal to lay eggs?,"{'text': array(['it has never happened', 'yes it is standard',
       'it is abnormal and weird', 'all of these'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,ایا دا نورمال دی چې بالغ حیوان هګۍ واچوي؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""هیڅکله نه دی شوی"", ""هو، دا معمول دی"", ""دا غیرمعمول او عجیب دی"", ""دا ټول""]}"
7-284,If your dog is overweight,"{'text': array(['add more fat to their diet', 'cut back their caloric intake',
       'let them sleep more', 'increase their caloric intake'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,که ستاسو سپی ډیر وزن لري,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""خوراک ته نور غوړ ورزیات کړئ"", ""د کالوریو مقدار کم کړئ"", ""پریږدئ چې نور خوب وکړي"", ""د کالوریو مقدار زیات کړئ""]}"
8-135,Eyes allow humans,"{'text': array(['to detect when a traffic light changes',
       'detect sour flavors in candy', 'hear music at concerts',
       'detect acrid odors in the air'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,سترګې انسانانو ته اجازه ورکوي,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""پوه شي کله چې ترافیک لایټ بدلیږي"", ""په مېوو کې ترش خوندونه ومومي"", ""په کنسرتونو کې موسیقي واوري"", ""په هوا کې تریخ بوی ومومي""]}"
397,Organisms covered by layers of sediment,"{'text': array(['become fossils over night', 'may end up reanimated over time',
       'develop characteristics for survival', 'may end up fueling a car'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,هغه ژوي چې د رسوبي طبقو لاندې پوښل شوي,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""شپه ته فوسیل کیږي"", ""ممکن د وخت په تیریدو بیا ژوندي شي"", ""د بقا لپاره ځانګړتیاوې ترلاسه کوي"", ""ممکن د موټر د سوخت لامل شي""]}"
9-32,The winter solstice is on December 21st in the,"{'text': array(['counties', 'north of equator', 'states', 'southern hemisphere'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,د ژمي انقلاب د دسمبر په ۲۱مه ده په,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""ولسوالیو"", ""د استوا شمال"", ""ایالتونو"", ""سویل نیمکره""]}"
48,A lake environment is a good setup for what to happen to organic remains?,"{'text': array(['bleaching', 'burning', 'fossilization', 'drying'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,د جهيل چاپیریال د عضوي پاتې شونو لپاره څه پیښیدو لپاره ښه ځای دی؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""رنګ بدلول"", ""سوځول"", ""فossilization"", ""خشکیدل""]}"
8-69,were there fossil fuels in the ground when humans evolved?,"{'text': array(['this was only created by humans',
       'humans predate fossil fuel formation',
       'significant supplies accumulated prior', 'none of these'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,کله چې انسانان وده وکړه، آیا په ځمکه کې فossil fuels موجود وو؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""دا یوازې د انسانانو لخوا جوړ شوی و"", ""انسانان د فossil fuels د جوړیدو نه مخکې موجود وو"", ""مهمې زیرې مخکې جمع شوې وې"", ""هیڅ یو""]}"
9-159,"The Grand Canyon is massive, with large, high peaks and very deep lows, which was formed when","{'text': array(['some water is around it', 'water rained on it',
       'natural waters weathered it', 'a pool was opened'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,د ګرانډ کینین لوی دی، د لوړ او لوړ قله ګانو سره او ډیر ژور ټیټوالی لري، چې کله جوړ شو؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""کله چې شاوخوا یې ځینې اوبه وې"", ""کله چې اوبو پرې باران وکړ"", ""طبیعي اوبو دې خراب کړل"", ""کله چې یوه حوض پرانستل شو""]}"
9-317,What type of useful product can be made from the moving winds?,"{'text': array(['wood', 'bananas', 'electricity', 'metal'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,د خوځیدونکو بادونو څخه کوم ډول ګټور محصول جوړیدلی شي؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""چوب"", ""کیلې"", ""برق"", ""فلز""]}"
423,The sides of the canyon are,"{'text': array(['metal', 'water', 'rivers', 'stone'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,د کینین غاړې څه دي؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""فلز"", ""اوبه"", ""سیندونه"", ""ډبره""]}"
8-304,which of these people would have the worst air quality at their residence?,"{'text': array(['a man who lives next to a landfill',
       'a man who lives in a city with the best air quality',
       'none of these', 'a man who lives in a great suburb'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,د دې خلکو څخه کوم یو به په خپل استوګنځي کې تر ټولو بد هوا ولري؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""یو سړی چې د کثافاتو د ځای سره نږدې ژوند کوي"", ""یو سړی چې په ښار کې د غوره هوا کیفیت لري"", ""هیڅ یو"", ""یو سړی چې په یوه ښه حومه کې ژوند کوي""]}"
785,What is a stopwatch used for?,"{'text': array(['to rewind 5 minutes',
       'to tell what will happen 5 minutes from now', 'to voice the time',
       'to measure minutes and hours'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,د ديدلو ګڼۍ د څه لپاره کارول کیږي؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""پنځه دقیقې شاته راوړل"", ""د دې لپاره چې ووایي پنځه دقیقې وروسته څه پیښیږي"", ""د وخت ویلو لپاره"", ""د دقیقو او ساعتونو اندازه کولو لپاره""]}"
9-1087,As a drought worsens the level at an aquifer will,"{'text': array(['stay the same', 'fluctuate wildly', 'decrease', 'increase'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,کله چې وچکالي زیاتیږي، د اوبو زیرمې سطحه به څه وکړي؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""هماغه پاتې شي"", ""ډیر بدلون وکړي"", ""کموالی"", ""زیاتوالی""]}"
485,Wind frequently helps transport from one place to another,"{'text': array(['marble statues', 'molten magma', 'subterranean termites',
       'exposed topsoil'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,باد اکثره د یوې ځای نه بلې ته د انتقال کې مرسته کوي,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""ماربل مجسمې"", ""ذوب شوي ماګما"", ""زیرمینې ترمیتونه"", ""مخکې ښکاره خاورې""]}"
9-908,When a kid slams on the brakes on their bike what is caused?,"{'text': array(['bike helmet', 'avoiding accidents', 'friction', 'gearing'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,کله چې یوه ماشوم د خپل بایسکل بریکونه ټینګ کړي، څه پیښیږي؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""د بایسکل خولۍ"", ""د پیښو مخنیوی"", ""مالش"", ""ګیرنګ""]}"
1231,Sources of spices have,"{'text': array(['crystals', 'feathers', 'cell walls', 'craters'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,د مسالو سرچینې لري,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""کرسټالونه"", ""پرښتې"", ""سلول دیوالونه"", ""کریټرونه""]}"
810,Conservation,"{'text': array(['leads to longer drought of resources',
       'leads to longer availability of resources',
       'leads to more consumption', 'leads to short supply of resources'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,ساتنه,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""د سرچینو د اوږدې وچکالۍ لامل کیږي"", ""د سرچینو د اوږدې موجودیت لامل کیږي"", ""د مصرف زیاتوالی لامل کیږي"", ""د سرچینو د لنډې عرضې لامل کیږي""]}"
158,A tree is not the habitat of a,"{'text': array(['squirrel', 'woodpecker', 'monkey', 'lion'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,یو ونې د,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""سکویرل"", ""چکچکې"", ""میمون"", ""شیر""]}"
7-445,Erosion could lead to,"{'text': array(['a change in the direction of a stream',
       'a change in ocean temperatures', 'an increase in rainy weather',
       'an increase in plants and animals'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,ایروژن کولی شي لامل شي,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""د یوه سیند د لاري بدلون"", ""د سمندر د تودوخې بدلون"", ""د باران د موسم زیاتوالی"", ""د نباتاتو او حیواناتو زیاتوالی""]}"
1502,A hemisphere experiences summer when,"{'text': array([""it's tilted towards Jupiter"", ""it's angled towards the moon"",
       ""it's angled towards the largest star in the solar system"",
       ""it spins counter clockwise on Earth's axis""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,یو نیمه کره د دوبي تجربه کوي کله چې,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""دا د مشتری په لور مایل دی"", ""دا د سپوږمۍ په لور مایل دی"", ""دا د لمر نظام تر ټولو لوی ستوري په لور مایل دی"", ""دا د ځمکې د محور په خلاف ګرځي""]}"
1200,What date is the amount of daylight minimized,"{'text': array(['Jul 4th', 'Feb 29th', 'May 3rd', 'Sep 1st'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,کومه نیټه د رڼا وخت کمېږي,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""د جولای ۴"", ""د فبرورۍ ۲۹"", ""د می ۳"", ""د سپتمبر ۱""]}"
437,Which term is involved with protection by skin?,"{'text': array(['Eucerin pH5 range', 'Sagittal plane', 'pyogenic vibrio',
       'popliteus'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,کوم اصطلاح د پوستکي د ساتنې سره تړاو لري؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""Eucerin pH5 لړۍ"", ""Sagittal plane"", ""pyogenic vibrio"", ""popliteus""]}"
8-205,The reason Earth is so sturdy is because,"{'text': array(['It is made from rock', 'It eats three meals a day',
       'It has a loving family', 'It is made from metal'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,د ځمکې د قوي کیدو دلیل دا دی چې,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""دا له ډبرو جوړ شوی"", ""دا درې وعدې په ورځ کې خوري"", ""دا یوه مینه ناکه کورنۍ لري"", ""دا له فلز څخه جوړ شوی""]}"
9-270,A plant left in the dark,"{'text': array(['produces fruit', 'grows faster', 'fails to grow', 'gets greener'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,یو نبات چې په تیاره کې پریښودل شوی,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""ميوه تولیدوي"", ""چټک وده کوي"", ""د ودې ناکامي لري"", ""زرغون کیږي""]}"
8-130,"A boy wants to use his Walkman so that he can listen to some music. When he tries to turn it on, it us unable to, and the boy realizes that he will need","{'text': array(['heat', 'metal', 'lithium-ion', 'plastic'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,یو هلک غواړي خپل واکمن وکاروي تر څو چې موسیقي واوري. کله چې هغه هڅه کوي چې دا چالان کړي، دا نشي چالانیدلی، او هلک پوهیږي چې هغه ته اړتیا لري,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""تودوخه"", ""فلز"", ""لیتیم آئن"", ""پلاستیک""]}"
229,Nuclear activity is the cause of what celestial occurrence?,"{'text': array(['axial planetary rotation', 'comets', 'planetary formation',
       ""the sun's rays""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,اتومي فعالیت د کوم آسماني پیښې لامل دی؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""محوري سیاروي دوران"", ""د ستورو"", ""د سیارو جوړښت"", ""د لمر شعاعونه""]}"
9-390,Which source provides the safest water?,"{'text': array(['River', 'Sea', 'Ocean', 'Rain'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,کومه سرچینه تر ټولو خوندوره ؤبه برابروي؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""سیند"", ""سمندر"", ""اقیانوس"", ""باران""]}"
8-107,"A rabbit has a litter of bunnies! Most of the babies are white, just like the mother rabbit, but one baby has brown spots, like the father rabbit. The father rabbit","{'text': array(['spread out some fur', 'has black on his ears',
       'passed down inherited characteristics',
       'is the same size as the mother'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,یو سوي او سويانو یوه ډله لري! د بچیانو اکثریت سپین دی، لکه د مور خرگوش، مګر یو بچی د پلار خرگوش په څیر قهوه ای داغونه لري. د پلار خرگوش,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""یو څه پشم خپور کړ"", ""په غوږونو کې یې توره رنګ لري"", ""وراثتي ځانګړتیاوې یې انتقال کړې"", ""د مور په اندازه دی""]}"
7-527,Photosynthesis means plants are unable to,"{'text': array(['convert sunlight to sand', 'provide food sources for others',
       'be producers in an ecosystem', 'make their own food'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,د فوتوسنتز معنی دا ده چې نباتات نشي کولی,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""د لمر رڼا شګه ته واړوي"", ""د نورو لپاره د خوړو سرچینې برابرې کړي"", ""په ایکوسیستم کې تولیدونکي وي"", ""خپل خواړه جوړ کړي""]}"
7-333,"Through DNA, a rabbit will have long ears if","{'text': array(['rabbits are born with ears', 'there was a lot of food',
       'genetic contributors had long ears', 'parents were also rabbits'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,د DNA له لارې، یو سوي اوږده غوږونه لري که چیرې,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""خرگوشان د غوږونو سره زېږیدلي"", ""ډیر خواړه موجود وو"", ""جنیټیک مرسته کوونکي اوږده غوږونه درلودل"", ""مور او پلار هم خرگوشان وو""]}"
9-44,"There are various creatures that live in forests, such as","{'text': array(['giant fish', 'enormous crabs', 'whitetails', 'desert jackals'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,په ځنګلونو کې مختلف مخلوقات ژوند کوي، لکه,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""غټ ماهیان"", ""لوی کربونه"", ""سفید وزرونه"", ""د بیابان جکالونه""]}"
7-160,An octopus protects itself with,"{'text': array(['water splashing', 'running fast', 'long hands',
       'pigment squirting'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,یو آکتوپس د ځان ساتنه کوي,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""د اوبو سپرې"", ""چټک منډه"", ""اوږدې لاسونه"", ""رنګ د سپرې کولو""]}"
1942,Resources decreasing in an environment,"{'text': array(['induces organisms to use more of their resources',
       'causes an increase in use of resources',
       'causes an uptick in birthrate',
       'induces organisms to be more economical with resources'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,په یوه چاپیریال کې د سرچینو کموالی,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""مخلوقات هڅوي چې د خپلو سرچینو څخه ډیر استفاده وکړي"", ""د سرچینو د کارونې زیاتوالی رامنځته کوي"", ""د زېږون کچه لوړه کوي"", ""مخلوقات هڅوي چې د سرچینو سره ډیر اقتصادي وي""]}"
9-597,The sidewalk next to a house having a crack in it and having vegetation growing from it is considered?,"{'text': array(['insects', 'weathering', 'lava', 'erosion'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,د یوې کور څنګ ته د پیښو درز لرونکی پیاده رو چې نباتات پکې وده کوي، څه ګڼل کیږي؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""حشرې"", ""هوايي اغیزې"", ""لاوا"", ""ایروژن""]}"
9-35,"If you wanted to make a necklace, how long would you have to wait for the materials to appear inside the Earth?","{'text': array(['millions of years', '1 day', '10 days', '100 days'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,که تاسو غواړئ چې یوه زنجیر جوړه کړئ، د موادو د ځمکې په دننه کې د څرګندیدو لپاره څومره وخت انتظار وکړئ؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""میلیونونه کلونه"", ""1 ورځ"", ""10 ورځې"", ""100 ورځې""]}"
1161,Moon phases,"{'text': array(['change the moon into cheese',
       ""alter the way the moon's facade looks"",
       'change moon lakes into vapor', 'cause lunar eclipse every day'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,د سپوږمۍ پړاوونه,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""سپوږمۍ پنیر ته بدلول"", ""د سپوږمۍ ظاهري بڼه بدلول"", ""سپوږمۍ د جهيلونو بخار ته بدلول"", ""هره ورځ د سپوږمۍ خسوف رامنځته کول""]}"
7-171,"If hot water were poured on an arm, what would happen to internal organs?","{'text': array(['they would be scalded', 'organs would remain uneffected',
       'they would begin to decay', 'they would experience pain'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,که چېرې ګرمه اوبه په یوه لاس وپاشل شي، داخلي اعضا به څه شي ته ورسیږي؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""د سوځیدو سره مخ کیږي"", ""اعضا به بې اغیزه پاتې شي"", ""د خرابیدو پیل به وکړي"", ""د درد احساس به وکړي""]}"
1139,Barnyard bovines,"{'text': array(['eat organic chicken', 'eat eggs', 'eat beef', 'eat alfalfa hay'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,د فارم د څارویو,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""اورګانیک چرګان خوري"", ""هګۍ خوري"", ""غوشت خوري"", ""الفالفا کاه خوري""]}"
1924,Desert environments features,"{'text': array(['tropical plants', 'tons of sun', 'massive rain totals',
       'icy precipitation'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,د بیابان چاپیریال ځانګړتیاوې,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""استوایی بوټې"", ""ډیر لمر"", ""لوی باران"", ""یخ باران""]}"
9-440,"a large cluster of humans, dogs, apple trees, atmosphere and more can be called","{'text': array(['army of ants', 'a community', 'a toy store', 'a shopping mall'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,د انسانانو، سپو، سیب ونو، فضا او نورو لویه ډله څه بلل کیږي؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""د مچیو پوځ"", ""یو ټولنه"", ""یو د لوبو پلورنځی"", ""یو سوداګریز مرکز""]}"
9-528,"A person is considering various organs, and is looking at which ones will be most muscular. A contender for most muscular is","{'text': array(['the lungs', 'the kidney', 'the heart', 'the liver'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,یو شخص مختلفې اعضا په پام کې نیسي، او ګوري چې کومې به تر ټولو عضلاتي وي. د تر ټولو عضلاتي لپاره یوه کاندید ده,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""سږې"", ""کلیه"", ""زړه"", ""جګر""]}"
170,Which pair don't reproduce the same way?,"{'text': array(['rabbit and hare', 'mule and hinny', 'cat and catfish',
       'caterpillar and butterfly'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,کومه جوړه په یوه شان نه تولیدیږي؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""خرگوش او هیر"", ""موله او هیني"", ""پیشو او پیشو مچھلی"", ""کټرپیلر او پروانه""]}"
395,Which of the following is warm blooded?,"{'text': array(['toad', 'snake', 'turtle', 'skunk'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,لاندې څخه کوم یو ګرمه وینه لري؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""توپک"", ""مار"", ""تیر"", ""سکونک""]}"
9-633,"A male bird spots a female of his species and begins a fancy dance, flashing his bright feathers around in the air, showing off. This male is attempting to procure","{'text': array(['a manager', 'an agent', 'a meal', 'a reproductive companion'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,یو نر مرغۍ د خپلې نوعې یوه ښځه ویني او یو ښکلی رقص پیلوي، خپل روښانه پرمخونه په هوا کې ښودل، د ځان ښودلو لپاره. دا نر د ترلاسه کولو هڅه کوي,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""یو مدیر"", ""یو استازی"", ""یو خواړه"", ""یو تولیدي ملګری""]}"
9-504,Vast quantities of metal can be obtained from,"{'text': array(['a quarry', 'concerts', 'forests', 'salt'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,د فلزاتو پراخ مقدار له کوم ځای څخه ترلاسه کیدی شي؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""یو کان"", ""کنسرټونه"", ""جنگلونه"", ""مالګه""]}"
8-192,Roasting a turkey requires adding what type of energy,"{'text': array(['Heat', 'Kinetic', 'Magnetic', 'Chemical'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,د مرغۍ پخولو لپاره کوم ډول انرژي ته اړتیا ده,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""تودوخه"", ""حرکتي"", ""مقناطیسي"", ""کیمیاوي""]}"
7-1108,Dry environments often,"{'text': array(['liberally use water for everything', 'allow plants to flourish',
       'require people to move', 'institute rules about water usage'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,وچ چاپیریالونه اکثرا,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""اوبه په هر شي کې آزادانه کاروي"", ""بوټو ته د ودې اجازه ورکوي"", ""خلکو ته اړ باسي چې کوچ وکړي"", ""د اوبو کارولو قوانین جوړوي""]}"
7-852,Phloem moves things around a plant similar to how,"{'text': array(['blood moves in a body', 'leaves move in the wind',
       'water moves in a system', 'cars move on a street'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,فلویم په بوټو کې مواد لیږدوي لکه څنګه چې,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""وینه په بدن کې حرکت کوي"", ""پاڼې په باد کې حرکت کوي"", ""اوبه په سیسټم کې حرکت کوي"", ""موټرونه په کوڅه کې حرکت کوي""]}"
761,Where would a polar bear be most comfortable?,"{'text': array(['Arizona', 'Georgia', 'Florida', 'Nebraska'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,قطبي ییږ به چیرته ډیر آرام وي,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""اریزونا"", ""جورجیا"", ""فلوریډا"", ""نبراسکا""]}"
8-318,"When a plane is in the sky and is several miles away, the light seen is barely visible, but when it is drawing near","{'text': array(['light is far away', 'light is more easily seen',
       'light is more distant', 'light is further away'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,کله چې الوتکه آسمان کې وي او څو مایل لرې وي، رڼا یې سختۍ سره لیدل کیږي، مګر کله چې نژدې شي,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""رڼا لرې وي"", ""رڼا ډیره اسانه لیدل کیږي"", ""رڼا نوره لرې وي"", ""رڼا ډیره دوره وي""]}"
636,Members of rock bands often perform with,"{'text': array(['flutes', 'sandals', 'earplugs', 'gloves'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,د راک بانډ غړي اکثراً سره اجرا کوي,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""بانسري"", ""سانډل"", ""د غوږ پلګونه"", ""لاسپوښونه""]}"
7-444,Muscles move bones to produce movement like when,"{'text': array(['arms are resting', 'hair is growing', 'smiles are invisible',
       'toes are wiggled'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,عضلات هډوکي حرکت کوي ترڅو حرکت رامنځته شي لکه کله چې,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""لاسونه آرام وي"", ""ویښتان وده کوي"", ""مسکا نالیدل شوي وي"", ""ګوتې وښوریدلی شي""]}"
8-57,How is electricity produced from the ocean?,"{'text': array(['decaying organic material from sealife',
       'energy is accessed underwater from tides',
       'drills to access oil supplies',
       'chemical reactions produced from the salt in the water'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,سمندري اوبو څخه بریښنا څنګه تولیدیږي؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""د سمندري ژوو له وران شوو عضوي موادو"", ""د څپو له لارې تر اوبو لاندې انرژي ته لاسرسی"", ""د تیلو ذخیرو ته رسیدو لپاره بورمه"", ""د اوبو مالګې له کیمیاوي عملو""]}"
9-187,small reptile's diet consists mostly of,"{'text': array(['invertebrates', 'insects', 'mammals', 'fish'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,کوچنیو خزندو خوراک اکثره شامل دی,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""بې مهرې حیوانات"", ""حشرات"", ""ثدییات"", ""ماهیان""]}"
1345,The life work of a flower is to,"{'text': array(['provide nice scents', 'be successfully fertilized',
       'grow very tall', 'look pretty'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,د ګل ژوندی کار دا دی چې,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""ښه بوی ورکړي"", ""په بریالیتوب سره بارور شي"", ""ډیر لوړ شي"", ""ښکلی ښکاري""]}"
8-59,Which of these would create the most sound if struck with a metal spoon?,"{'text': array(['the plastic water bottle', 'the backside of a person',
       'the hair on a doll', 'the chassis of a car'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,که چیرې د فلزي قاشوق سره وویشتل شي، کوم به تر ټولو ډیر غږ ولري؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""پلاستیکي د اوبو بوتل"", ""د انسان شا"", ""د ګوډاګۍ ویښتان"", ""د موټر چیسس""]}"
178,During landslides there is often a lot of,"{'text': array(['air', 'mud', 'snow', 'wind'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,د ځمکې لویدو پر مهال اکثراً ډیره,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""هوا"", ""خټه"", ""واوره"", ""باد""]}"
